lfdn,patient,oppeness,neuro,consc,agree,sociable,country,country_code,eu_country,Asia,Estonia_D,Taiwan_D,China_D,Vietnam_D,Germany_D,Japan_D,age,gender,female,profession,hdegree,bachelor,master,Buddhism,Christianity,Confucianism,Islam,Taoism,Marxism,married,parent,XD13,children,XD14,XD15,eu_income,eu_ppp_income,USD_ppp_income,income_eu_capita,IDV,PDI,MAS,UAI
3M818,1,7,6,7,4,8,Taiwan,3,0,1,0,1,0,0,0,0,25,1,0,5,Bachelor,1,0,0,0,0,0,0,0,0,0,1,0,3,20000,571.4285889,645.7564697,1333.333374,190,20,10,120,80
3M838,1,7,7,7,6,7,Taiwan,3,0,1,0,1,0,0,0,0,19,1,0,2,Bachelor,1,0,1,0,0,0,0,0,0,0,1,0,4,100000,2857.142822,,6666.666504,714,35,5,40,-10
3M851,1,8,5,6,8,6,Taiwan,3,0,1,0,1,0,0,0,0,22,0,1,2,Bachelor,1,0,1,0,0,0,0,0,0,0,1,0,4,50000,1428.571411,2767.527588,3333.333252,357,115,20,-30,130
3M855,1,6,6,7,5,6,Taiwan,3,0,1,0,1,0,0,0,0,40,1,0,4,Master,1,1,1,0,0,0,0,0,1,1,3,2,4,80000,2285.714355,376.8302917,5333.333496,571,100,15,30,10
8M857,0,6,4,3,5,5,Germany,8,1,0,0,0,0,0,1,0,25,0,1,2,Bachelor,1,0,0,1,0,0,0,0,0,0,1,0,4,9000,9000,9000,12000,2250,165,-50,110,80
8M859,1,7,5,4,7,9,Germany,8,1,0,0,0,0,0,1,0,30,0,1,2,High school,0,0,0,0,0,1,0,0,0,0,1,0,0,450,450,450,600,450,115,45,-160,120
3M864,0,8,5,4,9,4,Taiwan,3,0,1,0,1,0,0,0,0,29,0,1,7,Bachelor,1,0,1,0,0,0,0,0,0,0,1,0,4,40000,1142.857178,1511.879028,2666.666748,286,130,5,40,170
3M869,0,8,7,7,8,6,Taiwan,3,0,1,0,1,0,0,0,0,22,1,0,2,Bachelor,1,0,0,0,1,0,0,0,0,0,1,0,10,100000,2857.142822,,6666.666504,286,80,-45,-10,0
3M870,1,8,6,4,7,6,Taiwan,3,0,1,0,1,0,0,0,0,24,1,0,2,Master,1,1,0,1,0,0,0,0,0,0,1,0,4,100000,2857.142822,,6666.666504,714,100,-10,-40,-5
3M871,1,7,4,7,7,7,Taiwan,3,0,1,0,1,0,0,0,0,23,1,0,8,Master,1,1,0,1,0,0,1,0,0,0,1,0,5,130000,3714.285645,2159.827148,8666.666992,743,155,-25,-150,25
3M872,1,8,4,5,8,5,Taiwan,3,0,1,0,1,0,0,0,0,22,1,0,2,Master,1,1,0,0,0,0,0,0,0,0,1,0,4,80000,2285.714355,,5333.333496,571,85,65,-50,-115
3M873,1,9,4,7,7,7,Taiwan,3,0,1,0,1,0,0,0,0,21,0,1,2,Bachelor,1,0,1,0,0,0,0,0,0,0,1,0,2,60000,1714.285767,1660.516602,4000,857,85,55,-60,-5
3M874,1,6,6,8,6,6,Taiwan,3,0,1,0,1,0,0,0,0,21,1,0,2,Others,0,0,0,0,0,0,1,0,0,0,1,0,4,90000,2571.428467,1500,6000,643,85,30,-30,55
3M875,1,8,5,6,8,5,Taiwan,3,0,1,0,1,0,0,0,0,21,1,0,2,Bachelor,1,0,1,0,0,0,1,0,0,0,1,0,4,75000,2142.857178,,5000,536,130,-10,30,70
3M876,1,8,6,4,8,5,Taiwan,3,0,1,0,1,0,0,0,0,23,1,0,2,Master,1,1,0,0,1,0,0,0,0,0,1,0,4,5,0.142857149,,0.333333343,0,100,35,0,105
3M877,1,6,10,6,6,8,Taiwan,3,0,1,0,1,0,0,0,0,23,1,0,5,Bachelor,1,0,0,1,0,0,0,0,0,0,1,0,3,25000,714.2857056,800,1666.666626,238,185,0,40,5
3M878,1,10,7,6,6,6,Taiwan,3,0,1,0,1,0,0,0,0,18,1,0,2,Bachelor,1,0,0,1,0,0,0,0,0,0,1,0,9,50000,1428.571411,5000,3333.333252,159,65,45,120,-45
3M879,0,6,4,5,7,6,Taiwan,3,0,1,0,1,0,0,0,0,22,1,0,8,Bachelor,1,0,1,0,0,0,0,0,0,0,1,0,7,1500000,22857.14258,322.997406,53333.33203,3265,115,-30,-10,260
3M881,1,8,6,7,7,6,Taiwan,3,0,1,0,1,0,0,0,0,20,0,1,2,Bachelor,1,0,0,1,0,0,0,0,0,0,1,0,5,100000,2857.142822,,6666.666504,571,100,-25,-40,-5
3M882,0,7,8,6,8,10,Taiwan,3,0,1,0,1,0,0,0,0,20,0,1,2,Bachelor,1,0,1,0,0,0,0,0,0,0,1,0,4,60000,1714.285767,2800,4000,429,35,-30,80,125
3M883,1,8,7,6,7,8,Taiwan,3,0,1,0,1,0,0,0,0,27,1,0,6,PhD,1,1,0,0,0,0,1,0,1,1,2,1,3,90000,2571.428467,3690.036865,6000,857,140,25,120,-5
3M884,1,8,8,4,4,9,Taiwan,3,0,1,0,1,0,0,0,0,19,1,0,2,High school,0,0,0,0,1,0,1,0,0,0,1,0,4,15000,428.5714417,900,1000,107,130,-65,100,40
3M888,1,9,8,5,7,8,Taiwan,3,0,1,0,1,0,0,0,0,40,0,1,8,Master,1,1,0,0,0,0,0,0,1,0,1,0,3,20000,571.4285889,647.9481812,1333.333374,190,150,30,20,-10
3M889,1,7,6,6,6,6,Taiwan,3,0,1,0,1,0,0,0,0,23,1,0,8,Bachelor,1,0,0,0,0,0,0,0,0,0,1,0,4,100000,2857.142822,500,6666.666504,714,100,-10,10,165
3M890,1,4,6,6,8,5,Taiwan,3,0,1,0,1,0,0,0,0,21,1,0,2,Bachelor,1,0,0,0,1,0,0,0,0,0,1,0,3,30000,857.1428833,5000,2000,286,15,50,-120,80
3M891,1,8,7,5,9,8,Taiwan,3,0,1,0,1,0,0,0,0,23,0,1,2,Bachelor,1,0,1,0,0,0,0,0,0,0,1,0,6,80000,2285.714355,,5333.333496,381,95,35,-60,40
3M895,1,9,6,8,6,6,Taiwan,3,0,1,0,1,0,0,0,0,23,0,1,8,Master,1,1,1,0,0,0,0,0,0,0,1,0,4,120000,3428.571533,647.9481812,8000,857,85,125,80,155
3M896,1,7,7,7,9,6,Taiwan,3,0,1,0,1,0,0,0,0,21,1,0,2,Bachelor,1,0,1,0,0,0,1,0,0,0,1,0,4,140000,4000,3000,9333.333008,1000,85,5,60,140
3M897,0,8,6,7,5,7,Taiwan,3,0,1,0,1,0,0,0,0,20,0,1,2,Others,0,0,1,0,0,0,0,0,0,0,1,0,4,100000,2857.142822,2000,6666.666504,714,50,-5,10,125
3M898,1,6,6,4,7,6,Taiwan,3,0,1,0,1,0,0,0,0,21,0,1,2,Bachelor,1,0,0,0,0,0,1,0,0,0,1,0,6,10000,285.7142944,200,666.666687,48,95,0,60,40
3M899,1,5,4,7,7,9,Taiwan,3,0,1,0,1,0,0,0,0,34,0,1,4,Master,1,1,0,0,1,0,0,0,1,1,2,1,3,110000,3142.857178,,7333.333496,1048,180,-25,-90,-25
3M900,1,9,3,7,6,3,Taiwan,3,0,1,0,1,0,0,0,0,21,0,1,2,Bachelor,1,0,0,0,0,0,1,0,0,0,1,0,6,10000,285.7142944,2159.827148,666.666687,48,95,0,40,40
3M901,0,6,6,6,6,6,Taiwan,3,0,1,0,1,0,0,0,0,60,0,1,4,PhD,1,1,1,0,0,0,0,0,0,1,3,2,1,122333,3495.228516,431.9654541,8155.533203,3495,115,-15,90,100
3M903,1,7,6,9,7,7,Taiwan,3,0,1,0,1,0,0,0,0,25,1,0,5,Others,0,0,1,0,0,0,0,0,0,0,1,0,4,35000000,1320.754761,3228.782227,5384.615234,330,150,-120,170,65
3M905,1,9,5,7,7,7,Taiwan,3,0,1,0,1,0,0,0,0,20,0,1,2,Bachelor,1,0,0,0,0,0,1,0,0,0,1,0,4,100000,2857.142822,6849.314941,6666.666504,714,115,35,-170,95
3M906,1,8,3,6,8,5,Taiwan,3,0,1,0,1,0,0,0,0,23,0,1,8,Bachelor,1,0,1,0,1,0,0,0,0,0,1,0,4,100000,2857.142822,2767.527588,6666.666504,714,100,55,-140,20
3M908,1,7,8,4,7,10,Taiwan,3,0,1,0,1,0,0,0,0,19,0,1,2,Bachelor,1,0,0,0,0,0,1,0,0,0,1,0,5,1500000,83.33333588,80.7493515,97.35202789,83,85,25,-140,45
3M909,1,8,5,6,4,6,Taiwan,3,0,1,0,1,0,0,0,0,18,0,1,2,High school,0,0,0,0,0,0,0,0,0,0,1,0,4,50000,1428.571411,,3333.333252,357,35,30,-60,40
3M910,0,6,5,6,7,4,Taiwan,3,0,1,0,1,0,0,0,0,25,1,0,8,Bachelor,1,0,0,0,0,0,0,0,0,0,1,0,4,100000,2857.142822,,6666.666504,714,130,-50,20,15
8M912,0,6,6,4,4,8,Germany,8,1,0,0,0,0,0,1,0,29,0,1,7,Master,1,1,1,0,0,0,0,0,0,0,1,0,1,600,600,600,800,600,65,-65,70,105
8M915,0,8,9,6,6,7,Germany,8,1,0,0,0,0,0,1,0,32,1,0,3,High school,0,0,0,0,0,0,0,0,0,0,1,0,1,4000,4000,4000,5333.333496,4000,160,-90,110,35
8M916,0,5,7,3,4,6,Germany,8,1,0,0,0,0,0,1,0,25,0,1,2,Bachelor,1,0,0,0,0,0,0,0,0,0,1,0,2,5000,5000,5000,6666.666504,2500,80,-40,180,10
3M917,0,6,2,8,7,4,Taiwan,3,0,1,0,1,0,0,0,0,22,0,1,8,Master,1,1,0,1,1,0,1,0,0,0,1,0,8,100000,2857.142822,,6666.666504,357,50,30,-10,5
3M918,0,5,5,2,8,6,Taiwan,3,0,1,0,1,0,0,0,0,21,0,1,2,Bachelor,1,0,0,0,0,0,1,0,0,0,1,0,4,5000,142.8571472,,333.3333435,36,115,-5,80,5
3M920,1,6,4,8,6,4,Taiwan,3,0,1,0,1,0,0,0,0,22,1,0,2,Bachelor,1,0,1,0,0,0,0,0,0,0,1,0,1,100000,5.555555344,5.383290291,6.490134716,6,70,100,30,80
5M927,0,4,6,9,8,4,Vitnam,5,0,1,0,0,0,1,0,0,21,1,0,2,Bachelor,1,0,1,0,0,0,0,1,0,0,1,0,4,10000000,377.35849,922.5092163,1538.461548,94,130,-30,10,65
3M928,1,5,4,8,8,4,Taiwan,3,0,1,0,1,0,0,0,0,23,0,1,4,Bachelor,1,0,0,1,0,0,0,0,0,0,1,0,4,100000,2857.142822,,6666.666504,714,35,75,60,175
3M929,1,9,7,6,6,5,Taiwan,3,0,1,0,1,0,0,0,0,29,0,1,5,Master,1,1,1,0,0,0,0,0,1,0,1,0,2,10000,285.7142944,30000,666.666687,143,135,30,130,105
3M936,1,4,5,7,6,5,Taiwan,3,0,1,0,1,0,0,0,0,27,0,1,2,Bachelor,1,0,1,0,0,0,1,0,0,0,1,0,5,4,0.114285715,,0.266666681,0,145,-5,-60,120
3M937,0,4,5,8,6,6,Taiwan,3,0,1,0,1,0,0,0,0,25,1,0,7,Bachelor,1,0,0,0,1,0,1,0,0,0,1,0,5,25000,714.2857056,,1666.666626,143,15,20,-30,60
3M938,1,8,3,7,7,4,Taiwan,3,0,1,0,1,0,0,0,0,21,0,1,2,Bachelor,1,0,0,0,0,0,1,0,0,0,1,0,5,80000,2285.714355,2159.827148,5333.333496,457,85,55,80,120
3M939,1,7,5,2,4,9,Taiwan,3,0,1,0,1,0,0,0,0,24,1,0,2,Bachelor,1,0,0,0,0,0,0,0,0,0,1,0,4,50000,1428.571411,2159.827148,3333.333252,357,135,-50,-60,120
3M940,0,9,5,4,6,6,Taiwan,3,0,1,0,1,0,0,0,0,22,1,0,2,Master,1,1,1,0,0,0,0,0,0,0,1,0,4,50000000,1886.79248,4612.545898,7692.307617,472,170,-5,120,5
3M941,1,6,6,6,6,7,Taiwan,3,0,1,0,1,0,0,0,0,25,1,0,4,Bachelor,1,0,0,0,0,0,0,0,0,0,1,0,4,300000,8571.428711,1295.896362,20000,2143,100,0,-40,15
3M942,0,5,5,7,9,7,Taiwan,3,0,1,0,1,0,0,0,0,21,0,1,2,Bachelor,1,0,0,0,1,0,0,0,0,0,1,0,4,60000,1714.285767,922.5092163,4000,429,70,5,0,130
3M943,1,6,5,6,8,4,Taiwan,3,0,1,0,1,0,0,0,0,24,0,1,4,Bachelor,1,0,0,0,0,0,0,0,0,0,1,0,4,120000,3428.571533,1000,8000,857,80,30,-120,110
3M945,1,7,4,7,8,8,Taiwan,3,0,1,0,1,0,0,0,0,33,0,1,6,Others,0,0,0,0,0,0,1,0,1,1,3,2,4,60000,1714.285767,,4000,429,115,-15,60,80
3M946,1,5,4,5,8,6,Taiwan,3,0,1,0,1,0,0,0,0,23,1,0,5,Bachelor,1,0,1,0,0,0,0,0,0,0,1,0,4,15,0.428571433,1000,1,0,130,-25,-10,-5
3M947,1,6,5,6,7,8,Taiwan,3,0,1,0,1,0,0,0,0,19,1,0,2,Bachelor,1,0,0,0,1,0,0,0,0,0,1,0,2,70000,2000,3698.630127,4666.666504,1000,115,-20,120,50
3M948,1,7,6,7,7,7,Taiwan,3,0,1,0,1,0,0,0,0,22,0,1,2,High school,0,0,0,0,1,0,0,0,0,0,1,0,4,50000,1428.571411,,3333.333252,357,100,65,-90,10
3M949,1,3,5,7,4,5,Taiwan,3,0,1,0,1,0,0,0,0,19,0,1,2,High school,0,0,1,0,0,0,0,0,0,0,1,0,4,150000,4285.714355,,10000,1071,60,50,190,175
3M950,0,8,8,3,8,7,Taiwan,3,0,1,0,1,0,0,0,0,30,1,0,4,,1,1,0,0,0,0,0,1,1,0,1,0,2,20000,2666.666748,4319.654297,5714.285645,1333,85,50,40,5
3M951,1,7,6,6,8,6,Taiwan,3,0,1,0,1,0,0,0,0,22,1,0,8,Master,1,1,1,0,0,0,0,0,0,0,1,0,11,10000,285.7142944,6000,666.666687,26,230,-15,-50,-10
3M953,1,5,4,5,7,5,Taiwan,3,0,1,0,1,0,0,0,0,23,0,1,8,Master,1,1,0,0,1,0,0,0,0,0,1,0,4,150000,4285.714355,0.001383764,10000,1071,85,155,-120,10
3M954,1,8,7,5,7,7,Taiwan,3,0,1,0,1,0,0,0,0,22,1,0,8,Master,1,1,0,0,0,0,0,0,0,0,1,0,5,70000,2000,3023.758057,4666.666504,400,115,-50,-170,-50
3M955,1,9,4,7,5,6,Taiwan,3,0,1,0,1,0,0,0,0,24,1,0,4,Bachelor,1,0,1,0,0,0,0,0,0,0,1,0,3,100000,2857.142822,1511.879028,6666.666504,952,120,70,-40,-25
3M956,1,9,8,6,5,9,Taiwan,3,0,1,0,1,0,0,0,0,24,1,0,5,Bachelor,1,0,0,0,0,0,0,1,0,0,1,0,5,200000,5714.285645,,13333.33301,1143,35,-10,150,55
3M957,1,10,6,10,8,7,Taiwan,3,0,1,0,1,0,0,0,0,24,1,0,7,Bachelor,1,0,0,0,0,0,1,0,0,0,1,0,4,180000,5142.856934,,12000,1286,-65,0,20,0
3M960,0,7,2,7,6,2,Taiwan,3,0,1,0,1,0,0,0,0,24,0,1,4,Master,1,1,0,0,1,0,0,0,0,0,1,0,4,200000,5714.285645,269.1645203,13333.33301,1429,-25,40,30,145
3M961,1,7,6,5,7,4,Taiwan,3,0,1,0,1,0,0,0,0,22,0,1,4,Bachelor,1,0,1,0,0,0,0,0,0,0,1,0,4,150000,4285.714355,,10000,1071,100,30,-40,65
3M963,1,7,8,8,4,7,Taiwan,3,0,1,0,1,0,0,0,0,22,1,0,2,Bachelor,1,0,1,0,0,0,0,0,0,0,1,0,4,200000,5714.285645,2591.792725,13333.33301,1429,165,-60,-90,30
3M964,0,8,6,6,8,7,Taiwan,3,0,1,0,1,0,0,0,0,22,1,0,2,Master,1,1,0,0,0,0,1,0,0,0,1,0,3,300000,8571.428711,,20000,2857,215,-25,60,30
3M965,1,6,9,7,8,6,Taiwan,3,0,1,0,1,0,0,0,0,19,0,1,2,Bachelor,1,0,1,0,0,0,0,0,0,0,1,0,10,30000,857.1428833,2306.272949,2000,86,80,-5,-20,60
3M966,1,6,8,7,8,8,Taiwan,3,0,1,0,1,0,0,0,0,25,1,0,8,Master,1,1,1,0,0,0,0,0,0,0,1,0,4,130000,3714.285645,2214.022217,8666.666992,929,115,-25,-80,45
3M968,1,8,6,8,8,7,Taiwan,3,0,1,0,1,0,0,0,0,24,1,0,4,Bachelor,1,0,0,0,0,0,0,0,0,0,1,0,5,50000,1428.571411,,3333.333252,286,70,55,-60,100
3M969,1,8,7,6,4,6,Taiwan,3,0,1,0,1,0,0,0,0,22,0,1,4,Bachelor,1,0,1,0,0,0,0,0,0,0,1,0,4,30000,857.1428833,,2000,214,120,10,-100,45
3M970,1,9,8,7,5,8,Taiwan,3,0,1,0,1,0,0,0,0,24,1,0,7,Bachelor,1,0,0,0,0,0,0,0,0,0,1,0,4,100000,2857.142822,600,6666.666504,714,80,-45,120,130
3M971,1,6,10,6,6,2,Taiwan,3,0,1,0,1,0,0,0,0,30,1,0,5,Master,1,1,0,0,0,0,1,0,0,0,1,0,4,12000,342.8571472,1727.861816,800,86,115,-185,220,-145
3M972,0,10,3,6,5,4,Taiwan,3,0,1,0,1,0,0,0,0,24,1,0,4,Bachelor,1,0,0,0,0,0,1,0,0,0,1,0,5,26000,742.8571167,,1733.333374,149,150,-15,30,-35
3M974,1,7,6,6,8,6,Taiwan,3,0,1,0,1,0,0,0,0,22,0,1,2,Bachelor,1,0,1,0,0,0,0,0,0,0,1,0,5,65000,1857.142822,,4333.333496,371,80,-5,-60,75
3M975,0,9,3,5,4,5,Taiwan,3,0,1,0,1,0,0,0,0,20,0,1,2,Bachelor,1,0,1,0,0,0,0,0,0,0,1,0,5,65000,1857.142822,3690.036865,4333.333496,371,85,15,30,120
3M977,1,8,5,6,8,5,Taiwan,3,0,1,0,1,0,0,0,0,22,1,0,3,Others,0,0,0,0,0,0,1,0,0,0,1,0,4,140000,4000,,9333.333008,1000,115,5,20,105
3M978,1,6,7,6,8,8,Taiwan,3,0,1,0,1,0,0,0,0,54,1,0,4,Master,1,1,0,1,0,0,0,0,1,1,3,2,4,120000,3428.571533,,8000,857,85,25,-80,5
3M979,1,8,6,6,6,7,Taiwan,3,0,1,0,1,0,0,0,0,23,1,0,3,Others,0,0,0,0,1,0,0,0,0,0,1,0,5,100000,2857.142822,,6666.666504,571,115,15,-70,115
3M980,0,8,6,6,6,8,Taiwan,3,0,1,0,1,0,0,0,0,24,1,0,8,Bachelor,1,0,0,0,1,0,1,0,0,0,1,0,4,1000000,22857.14258,,53333.33203,5714,90,15,-40,40
3M985,1,9,6,6,6,2,Taiwan,3,0,1,0,1,0,0,0,0,17,0,1,1,High school,0,0,0,0,0,0,0,0,0,0,1,0,4,60000,1714.285767,922.5092163,4000,429,65,5,-70,30
3M986,1,7,7,6,5,9,Taiwan,3,0,1,0,1,0,0,0,0,21,0,1,2,Bachelor,1,0,0,0,0,0,0,0,0,0,1,0,4,80000,2285.714355,8302.583008,5333.333496,571,35,65,30,50
3M987,1,8,9,2,6,5,Taiwan,3,0,1,0,1,0,0,0,0,21,0,1,2,Bachelor,1,0,1,0,0,0,0,0,0,0,1,0,4,50000,1428.571411,800,3333.333252,357,95,-55,-20,25
3M988,0,6,5,6,9,6,Taiwan,3,0,1,0,1,0,0,0,0,50,0,1,4,Bachelor,1,0,1,1,0,0,0,0,1,1,3,2,5,120000,3428.571533,,8000,686,130,35,30,55
3M989,1,5,7,6,7,8,Taiwan,3,0,1,0,1,0,0,0,0,21,0,1,2,Bachelor,1,0,0,0,1,0,0,0,0,0,1,0,5,15000,428.5714417,6479.481445,1000,86,100,-5,70,25
3M991,1,7,7,5,3,5,Taiwan,3,0,1,0,1,0,0,0,0,23,1,0,2,Master,1,1,0,0,0,0,1,0,0,0,1,0,4,15000,428.5714417,1550,1000,107,150,35,60,60
3M992,1,6,6,6,7,5,Taiwan,3,0,1,0,1,0,0,0,0,22,0,1,2,Bachelor,1,0,0,0,0,0,0,0,0,0,1,0,4,160000,4571.428711,1200,10666.66699,1143,65,-20,260,35
3M994,1,4,5,7,7,7,Taiwan,3,0,1,0,1,0,0,0,0,21,0,1,2,Bachelor,1,0,1,0,0,0,0,0,0,0,1,0,4,45000,1285.714233,,3000,321,100,30,-40,30
3M997,0,8,6,4,7,4,Taiwan,3,0,1,0,1,0,0,0,0,36,0,1,4,Bachelor,1,0,0,0,0,0,0,0,1,1,3,2,6,70000,2000,,4666.666504,333,100,-10,80,80
1M1002,1,5,7,2,4,2,Estonia,1,1,0,1,0,0,0,0,0,30,1,0,2,Bachelor,1,0,0,0,0,0,0,0,0,0,1,0,3,1300,1300,1780.821899,2600,433,115,25,180,15
1M1005,1,8,6,3,9,3,Estonia,1,1,0,1,0,0,0,0,0,44,1,0,4,Master,1,1,1,0,0,0,0,0,1,1,4,3,5,5000,5000,6849.314941,10000,1000,110,50,50,55
5M1006,0,10,7,6,7,6,Vitnam,5,0,1,0,0,0,1,0,0,31,0,1,4,Master,1,1,1,0,0,0,0,0,0,0,1,0,5,17000000,641.5094604,1568.265625,2615.384521,128,100,15,120,130
3M1007,1,5,5,8,7,5,Taiwan,3,0,1,0,1,0,0,0,0,25,1,0,5,Bachelor,1,0,0,0,0,0,1,0,0,0,1,0,4,80000,2285.714355,,5333.333496,571,20,90,-210,60
1M1008,1,8,6,6,9,8,Estonia,1,1,0,1,0,0,0,0,0,28,0,1,3,Master,1,1,0,1,0,0,1,0,1,0,1,0,2,5000,5000,6849.314941,10000,2500,100,20,10,5
3M1009,1,4,6,7,6,4,Taiwan,3,0,1,0,1,0,0,0,0,27,0,1,8,Bachelor,1,0,0,0,0,0,1,0,0,0,1,0,5,50000,1428.571411,2767.527588,3333.333252,286,130,-65,0,25
1M1013,1,5,8,5,6,6,Estonia,1,1,0,1,0,0,0,0,0,39,0,1,3,Master,1,1,0,1,0,0,0,0,0,1,3,2,4,3500,3500,4794.520508,7000,875,90,35,-140,70
1M1014,1,7,7,3,5,7,Estonia,1,1,0,1,0,0,0,0,0,27,0,1,3,Master,1,1,1,0,0,0,0,0,0,0,1,0,2,2300,2300,3150.684814,4600,1150,100,-5,50,80
3M1016,1,7,7,7,5,7,Taiwan,3,0,1,0,1,0,0,0,0,22,0,1,2,Master,1,1,0,0,0,0,1,0,0,0,1,0,4,90000,2571.428467,,6000,643,100,30,50,95
3M1022,1,6,8,2,8,8,Taiwan,3,0,1,0,1,0,0,0,0,23,0,1,4,Bachelor,1,0,0,0,1,0,0,0,0,0,1,0,4,200000,5714.285645,3100,13333.33301,1429,65,5,100,25
3M1024,1,8,3,9,4,6,Taiwan,3,0,1,0,1,0,0,0,0,27,0,1,8,Bachelor,1,0,1,0,0,0,1,0,0,0,1,0,3,70000,2000,2000,4666.666504,667,100,30,-170,30
8M1027,1,8,6,2,6,9,Germany,8,1,0,0,0,0,0,1,0,36,1,0,4,Others,0,0,0,0,0,0,0,0,0,0,1,0,1,2100,2100,2100,2800,2100,100,-50,-40,-5
8M1028,0,6,6,6,6,6,Germany,8,1,0,0,0,0,0,1,0,25,1,0,2,Bachelor,1,0,1,0,1,0,1,0,0,0,1,0,4,1000,1000,1000,1333.333374,250,105,-50,130,125
8M1030,0,6,6,6,7,6,Germany,8,1,0,0,0,0,0,1,0,26,0,1,2,Master,1,1,0,0,0,0,0,0,0,0,1,0,3,3000,3000,3000,4000,1000,85,50,70,60
8M1032,1,6,6,6,7,5,Germany,8,1,0,0,0,0,0,1,0,32,1,0,2,Master,1,1,0,0,0,0,0,0,1,0,1,0,2,1200,1200,1200,1600,600,65,-20,260,35
8M1036,0,9,7,6,9,8,Germany,8,1,0,0,0,0,0,1,0,24,0,1,2,Bachelor,1,0,1,0,0,0,0,0,0,0,1,0,3,1000,1000,1000,1333.333374,333,130,-45,-60,100
8M1039,1,7,5,8,8,5,Germany,8,1,0,0,0,0,0,1,0,24,0,1,2,Bachelor,1,0,0,0,0,0,0,1,0,0,1,0,5,1250,1250,1250,1666.666626,250,135,-40,80,135
8M1041,0,6,4,6,8,3,Germany,8,1,0,0,0,0,0,1,0,31,0,1,4,Master,1,1,0,1,0,0,0,0,0,0,1,0,1,1700,1700,1700,2266.666748,1700,95,-45,30,110
8M1042,1,7,7,6,8,6,Germany,8,1,0,0,0,0,0,1,0,28,0,1,2,Bachelor,1,0,0,0,0,0,0,0,0,0,1,0,3,,,,,,85,-5,10,80
8M1043,1,6,5,5,8,5,Germany,8,1,0,0,0,0,0,1,0,30,0,1,4,Master,1,1,0,0,1,0,0,0,0,0,1,0,5,3000,3000,3000,4000,600,160,-60,170,35
8M1044,1,5,6,7,6,6,Germany,8,1,0,0,0,0,0,1,0,43,0,1,6,Bachelor,1,0,0,0,0,0,0,0,1,0,1,0,2,,,,,,135,-5,30,60
1M1045,1,7,5,4,7,4,Estonia,1,1,0,1,0,0,0,0,0,27,0,1,2,Bachelor,1,0,1,0,0,0,0,0,0,0,1,0,2,3160,3160,4328.76709,6320,1580,195,5,0,135
8M1048,1,8,4,6,6,5,Germany,8,1,0,0,0,0,0,1,0,24,0,1,2,Master,1,1,1,0,0,0,0,0,0,0,1,0,3,2000,2000,2000,2666.666748,667,165,-25,140,155
8M1049,1,8,6,6,6,6,Germany,8,1,0,0,0,0,0,1,0,22,0,1,2,Master,1,1,0,0,1,0,0,0,0,0,1,0,6,1000,1000,1000,1333.333374,167,115,0,40,10
4M1051,0,7,6,7,7,7,China,4,0,1,0,0,1,0,0,0,27,0,1,8,Bachelor,1,0,0,0,1,0,0,0,1,0,1,0,2,3300,440,712.742981,942.8571167,220,85,30,120,70
4M1052,1,9,7,5,6,8,China,4,0,1,0,0,1,0,0,0,31,1,0,1,High school,0,0,0,0,1,0,0,0,0,0,1,0,4,10000,1333.333374,2159.827148,2857.142822,333,115,40,110,140
8M1059,0,5,6,10,8,6,Germany,8,1,0,0,0,0,0,1,0,32,0,1,2,Master,1,1,0,0,0,1,0,0,0,0,1,0,1,400,400,400,533.333313,400,70,45,30,165
1M1063,1,10,10,6,6,4,Estonia,1,1,0,1,0,0,0,0,0,23,1,0,2,Bachelor,1,0,0,0,0,0,0,0,0,0,1,0,2,1200,1200,1643.835571,2400,600,135,0,120,-35
8M1069,1,7,6,5,6,4,Germany,8,1,0,0,0,0,0,1,0,21,0,1,2,Bachelor,1,0,0,0,0,0,0,0,0,0,1,0,3,3000,3000,3000,4000,1000,115,-50,180,5
4M1073,1,8,7,6,8,6,China,4,0,1,0,0,1,0,0,0,32,0,1,3,PhD,1,1,0,0,0,0,0,0,0,0,1,0,5,50000,6666.666504,10799.13574,14285.71387,1333,135,85,80,60
3M1076,1,9,5,9,3,10,Taiwan,3,0,1,0,1,0,0,0,0,17,1,0,1,High school,0,0,1,0,0,0,1,0,0,0,1,0,4,150000,4285.714355,276.7527771,10000,1071,105,60,-10,65
3M1078,1,6,4,8,4,4,Taiwan,3,0,1,0,1,0,0,0,0,21,1,0,2,Bachelor,1,0,1,0,0,0,0,0,0,0,1,0,5,40000,1142.857178,,2666.666748,229,70,35,-40,90
3M1079,0,5,9,7,6,7,Taiwan,3,0,1,0,1,0,0,0,0,21,0,1,2,Bachelor,1,0,0,1,0,0,0,0,0,0,1,0,3,530,530,530,706.666687,177,130,-50,130,65
1M1080,1,3,4,2,7,6,Estonia,1,1,0,1,0,0,0,0,0,25,0,1,8,Master,1,1,0,0,0,0,0,0,0,0,1,0,4,4000,4000,5479.452148,8000,1000,85,10,20,195
4M1083,1,9,8,6,7,5,China,4,0,1,0,0,1,0,0,0,19,0,1,2,Bachelor,1,0,0,0,0,0,0,1,0,0,1,0,3,2500,333.3333435,539.9567871,714.2857056,111,85,35,-40,-30
4M1084,0,10,6,6,7,9,China,4,0,1,0,0,1,0,0,0,19,0,1,2,High school,0,0,0,0,0,0,0,1,0,0,1,0,4,8000,1066.666626,1727.861816,2285.714355,267,100,-65,80,15
